timestamp	ok	training_active	uptime	learn_calls	infer_calls	errors	neuron_count	current_stage	current_step	ann_loss	cnn_loss	snn_loss	lnn_loss	fno_loss	ann_steps	fno_steps	fno_params	hnn_active	hnn_energy	hnn_energy_deviation	snn_spikes	snn_rate_hz	snn_sparsity	stage2.active_engines	stage2.fep_free_energy	stage2.attention_strength	stage2.warm_start_complete	stage2.inference_time_ms
1.77713e+09	1	1	4293.69	2652	255	4	150000			21.7779	5.0973e-05	142.759	0.0132402	0	685	1391	34432	1	0.628955	0.243763	692216	3.54233	0.719725	0	0.243763	1	0	9151.07
1.77713e+09	1	1	4354	2746	256	4	150000			21.8543	4.21123e-05	143.264	0.0109387	0	705	1429	34432	1	0.624053	0.249658	532510	0	0	0	0.249658	1	0	9150.52
1.77713e+09	1	1	4426.92	2813	258	4	150000			21.9329	3.58569e-05	143.77	0.00931381	0	721	1462	34432	1	0.619154	0.255547	732401	3.54712	0.719443	0	0.255547	1	0	9150.21
1.77713e+09	1	1	4486.96	2872	260	4	150000			21.9852	3.0839e-05	144.131	0.00801042	0	736	1492	34432	1	0.615064	0.260465	147393	0	0	0	0.260465	1	0	9149.82
1.77713e+09	1	1	4552.15	2966	261	4	150000			22.0324	2.44743e-05	144.473	0.00635719	0	758	1539	34432	1	0.607683	0.269339	774666	3.58402	0.717429	0	0.269339	1	0	9149.82
1.77713e+09	1	1	4612.6	2993	268	4	150000			22.0485	2.35099e-05	144.539	0.00610669	0	763	1548	34432	1	0.605574	0.271875	135050	0	0	0	0.271875	1	0	9147.51
1.77713e+09	1	1	4677.58	2993	277	4	150000			22.0485	2.35099e-05	144.539	0.00610669	0	763	1548	34432	1	0.605574	0.271875	356136	0	0	0	0.271875	1	0	9144.8
1.77713e+09	1	1	4740.19	2993	286	4	150000			22.0485	2.35099e-05	144.539	0.00610669	0	763	1548	34432	1	0.605574	0.271875	203104	0	0	0	0.271875	1	0	9142.18
1.77713e+09	1	1	4804.54	2993	295	4	150000			22.0485	2.35099e-05	144.539	0.00610669	0	763	1548	34432	1	0.605574	0.271875	406425	0	0	0	0.271875	1	0	9139.44
1.77713e+09	1	1	4866.56	2993	304	4	150000			22.0485	2.35099e-05	144.539	0.00610669	0	763	1548	34432	1	0.605574	0.271875	326138	0	0	0	0.271875	1	0	9136.72
1.77713e+09	1	0	4929.42	2993	312	5	150000			22.0485	2.32748e-05	144.539	0.00604562	0	763	1551	34432	1	0.607058	0.270091	562582	3.12013	0.727696	0	0.270091	1	0	9134.64
1.77713e+09	1	1	4990.11	3115	312	5	150000			21.8891	1.77434e-05	143.519	0.00460884	0	791	1605	34432	1	0.599096	0.279664	496751	0	0	0	0.279664	1	0	9134.42
1.77713e+09	1	1	5057.18	3189	315	5	150000			22.0904	1.48071e-05	144.88	0.00384614	0	809	1642	34432	1	0.59367	0.286189	771870	3.69055	0.711418	0	0.286189	1	0	9133.79
1.77713e+09	1	1	5117.21	3275	318	5	150000			22.1896	1.24815e-05	145.529	0.00324208	0	826	1677	34432	1	0.588775	0.292074	707206	3.75053	0.70794	0	0.292532	1	0	9132.96
1.77713e+09	1	1	5178.16	3388	319	5	150000			22.3351	9.80648e-06	146.545	0.00254723	0	850	1725	34432	1	0.581198	0.301185	781343	0	0	0	0.301185	1	0	9132.54
1.77713e+09	1	1	5241.21	3426	321	5	150000			22.2878	9.04887e-06	146.231	0.00235044	0	858	1742	34432	1	0.578618	0.304287	155053369	794.327	0.031382	0	0.304879	1	0	9132.54
1.77713e+09	1	1	5305.67	3481	321	5	150000			22.2162	8.18364e-06	145.786	0.0021257	0	867	1762	34432	1	0.575162	0.308442	169648204	794.327	0.031382	0	0.308442	1	0	9132.54
1.77713e+09	1	1	5366.79	3536	321	5	150000			22.1782	7.55141e-06	145.542	0.00196148	0	876	1778	34432	1	0.572313	0.311867	82926256	0	0	0	0.311867	1	0	9132.83
1.77713e+09	1	1	5430.99	3554	324	5	150000			22.1808	7.25386e-06	145.554	0.00188419	0	879	1787	34432	1	0.570484	0.314067	127811563	681.535	0.11961	0	0.314067	1	0	9133.25
1.77713e+09	1	1	5493.34	3609	324	5	150000			22.1551	6.56026e-06	145.401	0.00170402	0	889	1807	34432	1	0.567326	0.317864	139955844	681.535	0.11961	0	0.317864	1	0	9133.25
1.77713e+09	1	1	5555.26	3666	324	5	150000			22.0998	5.87365e-06	145.061	0.00152568	0	901	1829	34432	1	0.563966	0.321903	35170224	0	0	0	0.321903	1	0	9133.21
1.77713e+09	1	1	5619.83	3667	331	5	150000			22.1001	5.81492e-06	145.069	0.00151042	0	902	1832	34432	1	0.563153	0.322881	95493	0	0	0	0.322881	1	0	9132.61
1.77713e+09	1	1	5686.9	3667	337	5	150000			22.1001	5.81492e-06	145.069	0.00151042	0	902	1832	34432	1	0.563153	0.322881	562285	3.11848	0.727847	0	0.322881	1	0	9131.99
